category,brand_name,product_name,review_title,review_detail,review_date,review_views
에멘탈,앙트르몽,에멘탈 치즈,['괜찮아요 '],"
앙트르몽 괜찮네오!!!
",['2020-10-13'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈치즈 '],"
얇게 썰어서 햄버거나 샐러드에 뿌려먹으면 짱맛
",['2020-10-13'],['8']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 치즈 '],"
치즈 기본적인 꼼꼼한 맛과 짭쪼름하니 맛있습니다
",['2020-10-13'],['22']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
앙트르몽 에멘탈 치즈
",['2020-10-13'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['그냥그래요 '],"
좀 고무고무같아요 ㅠㅠ
",['2020-10-13'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['추천 '],"
좀 작지만 맛있어요 잘라 먹거나 갈아서 사용하면 됩니다
",['2020-10-13'],['11']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 치즈 '],"
얇고 작고 귀여워요
우유맛 많이 나서 맛있어요
",['2020-10-12'],['5']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 치즈 '],"
좋아요~~ 조금 작긴 해요
",['2020-10-12'],['5']
에멘탈,앙트르몽,에멘탈 치즈,['2번째 구입 '],"
치즈만 먹어도 맛있고
파스타에도 넣고 다용도로 먹고 있습니다 ㅎㅎㅎㅎ
가격대비 괜찮네요
",['2020-10-12'],['16']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈치즈 '],"
가격도 저렴한데 맛있어용! 재구매해요
",['2020-10-11'],['16']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 치즈 '],"
에멘탈 치즈 좋아하는데 이건 담백하고 맛있어요
",['2020-10-11'],['22']
에멘탈,앙트르몽,에멘탈 치즈,['아직 '],"
맛있었음 좋겠습니당
",['2020-10-11'],['17']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈치즈 '],"
아이가 좋아해서 재구매합니다 냄새도 없고 고소하니 맛있어요
",['2020-10-11'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['맛나요 '],"
뭐 항상그대루 맛 있죠
 ",['2020-10-11'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['최애 치즈 '],"
저희집 아이의 최애 치즈에요~
",['2020-10-10'],['16']
에멘탈,앙트르몽,에멘탈 치즈,['ㅋ '],"
약간 맛없어 더 진한거
",['2020-10-10'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
꼬린내 너무 좋고 모짜렐라만 넣는 것보다 풍미가 훨씬 사네요
",['2020-10-10'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['재구매 '],"
치즈의 깊은맛이 있고 짜지 않아요
",['2020-10-09'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['귀엽네요 '],"
샌드위치 해먹으려고 샀는데 두세개정도 만들수 있을것 같아요. 슬라이스형이 아니라 좀 쓰기에 불편하지만 그래도 귀엽네요
",['2020-10-09'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['와인이랑 '],"
먹으면 맛있어요 ㅎㅎ
",['2020-10-09'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
샌드위치에 넣어 먹었어요 맛있어요
",['2020-10-09'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['기대되네요 '],"
아직 맛보기전이지만 기대되네요
",['2020-10-09'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
맛이 연한 편이에요
",['2020-10-08'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['마트에선 구하기 어려운데 '],"
먹고 싶어서 찾아보니 컬리에 있네요
",['2020-10-07'],['19']
에멘탈,앙트르몽,에멘탈 치즈,['잘먹고 있어요 '],"
에멘탈 치즈 좋아해서 종종 구입하고 있어요
양이 아주 많지 않아서 더 좋아요. 그냥 먹어도 맛있고, 과일이랑 먹어도 맛있습니다
",['2020-10-07'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['가성비 굿 연속 재구매 '],"
연속재구매 중. 샌드위치 속의 엔젤
",['2020-10-07'],['20']
에멘탈,앙트르몽,에멘탈 치즈,['괜찮아요 '],"
생각했던 맛은 아니지만 맛있게 먹었어요
",['2020-10-07'],['5']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
신선하고 맛도 좋아요
",['2020-10-07'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['괜찮아요 '],"
딱 샌드위치 생각나는 맛이예요. 샌드위치 만들때 넣으면 아주 맛날듯
",['2020-10-06'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
최애치즈입니다 강추
",['2020-10-06'],['15']
에멘탈,앙트르몽,에멘탈 치즈,['피자에 넣어 먹었어용 '],"
풍미가 엄청 훅 올라오는 건 없지만
그래서 또 여러가지에 사용할 수 있어용 ㅎㅎ
피자에 넣으니 비주얼도 멋져요 ㅎㅎ 
구멍송송 에멘탈치즈
",['2020-10-05'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
에멘탈치즈 좋아요 사이즈도 딱좋아요~
",['2020-10-05'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
맛있어요 샌드위치에 먹기 즇아요
",['2020-10-04'],['20']
에멘탈,앙트르몽,에멘탈 치즈,['샐러드 샌드위치용 '],"
풍미가 아주 진하진 않지만, 빵이나 또띠아에 살짝 열을 가해서 녹여 먹으니 맛있어요!
",['2020-10-03'],['11']
에멘탈,앙트르몽,에멘탈 치즈,['와인안주 '],"
꼬릿한 특유의 향이 좋아요
",['2020-10-03'],['25']
에멘탈,앙트르몽,에멘탈 치즈,['샌드위치에 '],"
양상추칼로 얇게 썰었어요 치즈나이프보다 더 쉽네욤
",['2020-10-02'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['굿 '],"
치즈 좋아하는 딸이 잘 먹네요~맛있대요
",['2020-10-02'],['1']
에멘탈,앙트르몽,에멘탈 치즈,['좋아요 '],"
값이 저렴해서 부담없이 요리에 사용하기 좋아요
",['2020-10-02'],['1']
에멘탈,앙트르몽,에멘탈 치즈,['샐러드에 넣어먹었어요 '],"
꼬리꼬리 완전 제 취향은 아니에요
전 그라나다 쪽이 더 맛나네요
",['2020-10-01'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['보들보들 짜지않고 맛있어요 '],"
아이들도 잘 먹는 에멘탈!
살라미가 너무 짜면 에멘탈이랑 같이 먹으면 맛있습니당
",['2020-09-30'],['18']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
아침에 빵과 함께 먹기에 좋습니다
",['2020-09-30'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['생각보다 오래보관되고 맛보통 '],"
스파게티에 넣어먹으니 풍부한맛
개봉후에도 잘안변해서 오래먹는중
",['2020-09-29'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
맛있어서 자주 구매하는 치즈
",['2020-09-29'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['평범해요 '],"
사이즈가 작아요 맛도 보통~
",['2020-09-29'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['페이보릿!! '],"
엠멘탈 치즈 간식으로 먹는거 너무 좋아하고 토스트 해먹을때도 조각 조각 넣는데 JMT!
",['2020-09-27'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['슬라이스가 아니네요 '],"
그 부분은 아쉽지만 맛있어요
",['2020-09-27'],['21']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요. '],"
에멘탈 치즈 맛있네요.
",['2020-09-26'],['22']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
슬라이스해서 치아바타같은 빵위에 올려먹음 굿굿!ㅋㅋ
",['2020-09-26'],['3']
에멘탈,앙트르몽,에멘탈 치즈,['맛잇어요 '],"
향이 아주 강하지는 않아요
",['2020-09-26'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['음. '],"
차가울때 먹으면 맹맛. 실온에 놔두면 먹을만
하나 풍미는 없음
",['2020-09-25'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['귀여운 모양 '],"
동그랗게 파인게 넘 귀여워요
아주 살짝 씁쓸한 끝맛이 있어요
",['2020-09-25'],['20']
에멘탈,앙트르몽,에멘탈 치즈,['두번째 '],"
두번째구매입니다. 적당히 먹기 좋은 맛이예요. 여행가서 먹을 예정입니다
",['2020-09-24'],['5']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어여 '],"
짜지 않고 어디에 다 어울려요
",['2020-09-24'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['좋은 치즈같지만 전 감당못할 맛이예요 '],"
치즈 상태는 좋아요
근데 맛이 ㅜㅜㅜㅜ
",['2020-09-24'],['23']
에멘탈,앙트르몽,에멘탈 치즈,['최애치즈 '],"
에멘탈 넘좋아해서 종종.시켜먹어요~
",['2020-09-24'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
짜지도 않고 고소하네요
",['2020-09-24'],['12']
고르곤졸라,안젤로,고르곤졸라 피칸테,['굿 '],"
마요에 섞어서 채소딥으로 먹기 딱
",['2020-10-29'],['0']
고르곤졸라,안젤로,고르곤졸라 피칸테,['강추 '],"
재구입입니다
향이 강하고 신선하고 깊은 맛
",['2020-10-29'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['빵과 함께 '],"
빵에 발라서 먹어도 맛있어요~
",['2020-10-28'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
굿 좋아요 요리하려고 간만에 샀어요
",['2020-10-28'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['우~~~와~~ '],"
진짜 빠른배송이네요~~~그래도 기사님 안전이 우선입니다
",['2020-10-28'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['쿰쿰한 '],"
향과 짭조름한 맛이 매력이에요. 고르곤졸라 피자 만들어먹으려고 샀어요. 약간씩만 사용하니 소분 냉동해놓고 오래 먹어요
",['2020-10-27'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['치즈양 적다 생각했는데.. '],"
집에서 고르곤졸라 피자 만들다가 보니까 ...많이 넣으면 엄청 짜지드만요.. 그래서 꿀찍어먹나싶은... 진짜 쬐금씩 떼어서 뿌려야해요. 개봉하면 냄새가 구린데.. 그 구린향이 제타입이에요.. ㅋㅋㅋ
",['2020-10-26'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['못먹겠어요...이렇게 먹기힘든 건줄몰랐네요 '],"
피자 위에 올라간 고르곤졸라는 사과향이나고 정말 향긋하고 부드러웠는데...이건 절대 그런맛이 안나네요. 
맵고 민트맛도 강하고 꿉꿉.. 좀 녹여먹어도 맛은 달라지지 않고. 
입에 못 넣을 정도로 충격적인 맛입니다ㅠㅠㅠ너무 아까워요. 씹지를 못하겠어요ㅠㅠㅠ 고르곤졸라 쉽다고 생각하시면 안됩니다.
",['2020-10-25'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['재구매 '],"
고르곤졸라피자 만들어 먹을때 넘 좋아요
짜고 진해서 조금씩만 넣어야해요
",['2020-10-23'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['콤콤 '],"
콤콩하기가 적당하니 괜찮습니다
",['2020-10-22'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
진작 살걸 컬리에서 판매하는 줄 몰랐어요
",['2020-10-21'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['또띠아 피자 '],"
요거랑 마늘이랑 꿀만있음 또띠아피자 완성!
",['2020-10-21'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['샐러드에 '],"
넣어먹는 용도로 좋아요, 꿀에찍어 와인 안주로 먹어도 맛있어요
",['2020-10-21'],['9']
고르곤졸라,안젤로,고르곤졸라 피칸테,['늘 '],"
주문하는 고르곤졸라 피칸테
",['2020-10-21'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['잘 받았습니다. '],"
양이 적당해서 좋아요.
샐러드용으로 구매했습니다.
",['2020-10-20'],['1']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피자 '],"
에어프라이기에 고르곤졸라 피자 만들었습니다. 진하고 맛나요
",['2020-10-20'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['샐러드 '],"
루꼴라, 샤인머스켓, 드라이드 크랜베리, 견과류와 함께
샐러드로 즐겨보세여!
",['2020-10-19'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
피자해먹었어요~~향도좋고 맛있네요..
양도 많아요
",['2020-10-19'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['향이 '],"
매우 강하네요 피자 구워먹을때 토핑으로 얹어 구우면 더 맛있어요
",['2020-10-18'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
스콘 만들려고 샀는데 맛있어요
",['2020-10-18'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
저렴한 가격에 잘 산 것 같아요.
",['2020-10-15'],['1']
고르곤졸라,안젤로,고르곤졸라 피칸테,['음~~ '],"
냄새와 맛이 정반대ㅋ
시큼쿰쿰하지만 맛은 맛있네요
고르곤졸라 피자 만들어먹었어요
아이들은 냄새나서 싫다고하네요ㅎㅎㅎ
",['2020-10-15'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요. '],"
샐러드 만들때 자주 사용해요
",['2020-10-15'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
샐러드 해 먹으려고 샀어요
",['2020-10-14'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['꼬릿꼬릿 '],"
좋아합니다~~~최애 술안주
",['2020-10-14'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤 졸라 '],"
고르곤 졸라 피자 해 먹으려고 구입 했는데.. 아직.. 먹어보진 못했네요~^^;; 평이 좋아 구매 했어요~
",['2020-10-13'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['사과조림 피자 '],"
백종원 사과조림 만들어서 고르곤졸라피자 만들어 먹었어요~~너무너무 맛있네요~~
",['2020-10-12'],['8']
고르곤졸라,안젤로,고르곤졸라 피칸테,['샐러드용 '],"
그린샐러드에 호두강정과 무화과 오렌지 리코타에 고르곤졸라까지 넣어서 냠냠.
",['2020-10-11'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['꿀과 함께라면 '],"
피곤한 주말오후 나만의 여유를 느끼고 싶을때, 고르곤졸라 치즈를 향긋한 꿀에 살짝찍어 화이트와인 한모금 하세요. 너무 맛나고 행복해요.
",['2020-10-10'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
와인 안주로도 피자 만들때 좋아요
",['2020-10-10'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['자주 구입 '],"
자주 구입해요. 가격이 착한만큼 맛도 순해요.
",['2020-10-10'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['항상 사는 보편적인 고르곤졸라 '],"
향도 은은하게 잘 나고 좋은 것 같아요 항상 구매하는 제품이에요
",['2020-10-09'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['처음 구매 '],"
고르곤졸라피자 도전해보려고 구매했어요
",['2020-10-09'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요! '],"
꿀이랑 조합이 잘 맞아요!
",['2020-10-09'],['1']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
파스타나 피자에 풍미업~
",['2020-10-08'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['굿 '],"
베이킹용 요리용 좋아요ㅔㅗ
",['2020-10-07'],['1']
고르곤졸라,안젤로,고르곤졸라 피칸테,['다른 곳보다 저렴해요 '],"
마트보다 싸네요 피자 만들어 먹기 좋아요
",['2020-10-07'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['피자 '],"
피자에 얼려 먹으려고 주문
",['2020-10-07'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 :) '],"
고르곤졸라피자 해먹으려고 샀어요
",['2020-10-07'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라피자 '],"
피자 해먹는데 사용햇어요!ㅋ
",['2020-10-07'],['2']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피자 '],"
또띠아 위에 고르곤졸라 피자용으로 구입했는데 괜찮네요
",['2020-10-06'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피자용 '],"
집에서 잘 해먹었네요
",['2020-10-06'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피칸테 '],"
하몽에 곁들이면 맛있어요~~^^
",['2020-10-06'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
생각외로 크네요. 향이 진한데 맛있어요
",['2020-10-06'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['11월5일까지 '],"
유통기한이잛지만 세일이라 좋아요.
",['2020-10-06'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좀 '],"
뻑뻑한 질감이지만 진한맛으로 만족
",['2020-10-05'],['8']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
고르곤졸라 피자 해먹으려고 주문합니다
맛있어요
",['2020-10-05'],['8']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
이걸로 피자도 해먹고 파이도 구우려구여
",['2020-10-02'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피자 '],"
꿉꿉한 냄새~ 중독되는 매력적인 맛 이에요
",['2020-10-01'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
고르곤졸라 피자 만들었어요 맛있어요
",['2020-09-30'],['9']
고르곤졸라,안젤로,고르곤졸라 피칸테,['또 구매했어요 '],"
꼬리한 치즈가 술안주로 먹기 좋아서 구매했어요
",['2020-09-29'],['17']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛잇어요 '],"
유통기한 짧아서 잘 보관해야함
",['2020-09-27'],['10']
고르곤졸라,안젤로,고르곤졸라 피칸테,['또띠아피자 '],"
집에서 또띠아피자해먹으려고샀어요
맛있어요^^
",['2020-09-27'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
고르곤졸라 피자 해먹으려고 구매했어요~
",['2020-09-27'],['12']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고소한 풍미~~ '],"
고소해서 자주 사먹는데 쫌만 가격이 더 착했으면 ..ㅎ
",['2020-09-26'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['넘 '],"
숙성이 많ㅇ되어
상한느낌......
",['2020-09-25'],['13']
고르곤졸라,안젤로,고르곤졸라 피칸테,['만족 '],"
피칸테 만족합니다 ~
",['2020-09-25'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
고르곤졸라 크림파스타 꿀맛
",['2020-09-25'],['8']
고르곤졸라,안젤로,고르곤졸라 피칸테,['퐁듀 만들어 먹었는데.. '],"
너무 맛있었어요~ 고르곤졸라 향이 일품입니닷
",['2020-09-25'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['주말 하우스 피자의 화룡정점을 담당하는 고르곤졸라 '],"
주말 하우스 피자의 화룡정점을 담당하는 고르곤졸라
",['2020-09-24'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['진하네요 '],"
샘킴쉐프가 고르곤졸라치즈와 파마산 치즈 조합 극찬하길래 도전해본 식재룐데 난이도 높은 치즈인가봐요..냉동에 넣어뒀는데 나중에 또띠아 사다가 꿀발라 먹어야할 듯 해요 ㅋㅋ
",['2020-09-24'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['집에서 또띠야 피자용으로 '],"
고르곤졸라 또띠야 피자 만들기 위해
",['2020-09-23'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['괜찮은듯 '],"
피자만들어 먹는다고샀어요
",['2020-09-23'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['치즈 '],"
치즈를 손쉽게 구할 수 있어 너무 편하고 좋아요 다 먹으면 재구매하겠습니다
",['2020-09-22'],['4']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 피자 '],"
또띠아애 고르곤졸라 피자 해먹으려고 샀어요
",['2020-09-21'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['꼬릿꼬릿 '],"
고르곤졸라피자에 딱이예요
",['2020-09-21'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['치즈향이 강해요 '],"
생각보다 향이 강해서 놀랐어요
호불호가 있을거같아요
",['2020-09-21'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['감자전과도 잘 어울려요 '],"
제 기준에는 향이 강하지는 않아요 너무 맛있어용
",['2020-09-20'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['과일 위에 얻을 치즈 만들어요 '],"
생크림에 고르곤졸라랑 고다치즈 끓이면서 녹이고 후추 넉넉하게 뿌려서 냉장실에 굳히면 딱딱한 과일에 곁들여 먹기 정말 좋아요. 손님 왔을 때 그냥 과일 내놓기 보다는 치즈도 같이 얹어서 주면 좀 더 신경쓰는 것 같아서 잘 사용하고 있는 레시피에요
",['2020-09-19'],['6']
고르곤졸라,안젤로,고르곤졸라 피칸테,['음 '],"
다른브랜드거보다 좀더 강한맛입니당
",['2020-09-17'],['13']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
퐁듀에 살짝넣어서 꿀이랑 같이 먹었는데 맛있네요^^
",['2020-09-17'],['13']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
고르곤졸라 피자 만들어 먹으니 참 맛있네요
",['2020-09-16'],['13']
고르곤졸라,안젤로,고르곤졸라 피칸테,['굿 '],"
늘사는제품. 맛있어요.
",['2020-09-16'],['9']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있움 '],"
맛이 진해서 조아여
",['2020-09-16'],['10']
고르곤졸라,안젤로,고르곤졸라 피칸테,['너무 잘써요 '],"
남편이 엄천 좋아해요 
고르곤졸아 피자, 파스타 잘 만들어 먹고 있어요
",['2020-09-15'],['14']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
피자만들때 얹어보려고 구매했어요
",['2020-09-15'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛나요 '],"
고르곤졸라 파스타 해먹었어요 
콤콤~ 한 치즈맛 맛있어요 
크림파스타는 고르곤졸라가 제일 맛있는거같아욮
",['2020-09-15'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['재구매했어요 '],"
너무 맛있어서 재구매했습니더 ㅎㅎㅎ
",['2020-09-14'],['9']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
치즈 너무 좋아하는데 맛있어요! 크래커랑 청포도랑 먹으니 더 꿀맛
",['2020-09-14'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['피자위에 토핑 굿 '],"
고르곤졸라 피자 만들어 먹으니 맛있어요~~
",['2020-09-14'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['굿 '],"
크림파스타 할때 먹으려구 삿어요
",['2020-09-14'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
생각보다 양이 많아 놀랐지만, 고르곤졸라 피자 만들얺더니 너무 매력적이네요 ^^
",['2020-09-13'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['파스타 해먹으려구 '],"
고르곤졸라가 돌체와 피깐떼 두종류가 있는데 피깐떼가 좀더 숙성된거래요~
돌체없어서 샀는데 역시나 향이 좀 강하긴해요ㅎ
요리하실때 향생각해서 조절하시면 될것같아요:)
",['2020-09-12'],['11']
고르곤졸라,안젤로,고르곤졸라 피칸테,['찐 고르곤치즈 '],"
또띠아에 올려서 에프에 돌리면 고르곤졸라 저리가라
",['2020-09-12'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['믿고구매 '],"
마켓컬리 제품이라 믿고 구매합니다
",['2020-09-12'],['9']
고르곤졸라,안젤로,고르곤졸라 피칸테,"['고르곤졸라., ']","
평소에 고르곤졸라..피자 좋아하는데..이번에 집에서 한번 만들어보려고 주문했습니다
",['2020-09-12'],['3']
고르곤졸라,안젤로,고르곤졸라 피칸테,['곰팡이 괜찮은건지 '],"
이런 미세한 곰팡이가 퍼져 있는데 괜찮은건가요?
",['2020-09-10'],['22']
고르곤졸라,안젤로,고르곤졸라 피칸테,['스파게티 '],"
넣으려구 샀어요 꾸덕한크림스파게티 좋아하거든욤
",['2020-09-10'],['15']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
크래커랑 먹으니까 맛있네요.
",['2020-09-10'],['19']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
피자 만드려고 샀어요
블루치즈가 빠질순없죠 ㅎ ㅎ
꼬리꼬리 냄새는 나지만 ㅋ
",['2020-09-08'],['14']
고르곤졸라,안젤로,고르곤졸라 피칸테,['안젤로 고르곤졸라 '],"
참 맛있습니다 피자했죠
",['2020-09-07'],['12']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있어요 '],"
스테이크에 고르곤졸라 치즈와 금귤쨈 올려먹으니 너무 맛있어요. 물론 간단한 또르띠아 치즈 피자에 꿀과 올려 먹어도 맛있고요.
",['2020-09-07'],['14']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
소분해서 보관했어요
",['2020-09-07'],['7']
고르곤졸라,안젤로,고르곤졸라 피칸테,['크림파스타 맛있어요 '],"
진하고 맛있어요. 만족해요
",['2020-09-06'],['17']
고르곤졸라,안젤로,고르곤졸라 피칸테,['굳 '],"
모노치즈 허니고르곤졸라 샌드위치가 넘 먹고싶어서 구입했는데 맛있어요 딱 그맛이에요
",['2020-09-04'],['15']
고르곤졸라,안젤로,고르곤졸라 피칸테,['고르곤졸라 '],"
고르곤졸라 피자해먹을예정
",['2020-09-04'],['21']
고르곤졸라,안젤로,고르곤졸라 피칸테,['맛있음 '],"
파스타에 넣어먹으려고 샀는데 크림소스랑 섞었더니 그건 생각보다 별로임.. 그냥 과일에 얹어 먹으면 훨씬 맛있을듯!
",['2020-09-04'],['19']
고르곤졸라,안젤로,고르곤졸라 피칸테,['두번째 구입 '],"
고르곤졸라 잘 먹었습니다
",['2020-09-04'],['10']
고르곤졸라,안젤로,고르곤졸라 피칸테,['좋아요 '],"
꼬리한 냄새가 제법 나네요
고르곤졸라 피자 만들때 치즈의 풍미가 넘 좋아져요
",['2020-09-03'],['5']
고르곤졸라,안젤로,고르곤졸라 피칸테,['또띠아 피자 '],"
초간단 피자용으로 샀어요
",['2020-09-03'],['9']
고다,빔스터,110년 전통 고다치즈 3종,['맛있어요 '],"
드라이하고 쫀득하면서 깊은맛이 납니다
",['2020-10-28'],['6']
고다,빔스터,110년 전통 고다치즈 3종,['신랑 와인안주로~~ '],"
치즈의 풍미가 진해 와인이랑 딱 어울려요~
",['2020-10-28'],['2']
고다,빔스터,110년 전통 고다치즈 3종,['항상 구매해요. '],"
처음엔 와인 안주로만 먹었는데.
요즘엔 샐러드에도 활용하고있어요.
그냥 먹어도 너무 맛있어서 너무 빨리 먹게되네요
",['2020-10-27'],['6']
고다,빔스터,110년 전통 고다치즈 3종,['무난 '],"
와인 안주로 종종먹어요.
",['2020-10-27'],['1']
